delivery_id,order_id,driver_id,vehicle_id,assigned_date,actual_delivery_date,status,delivery_attempt,distance_km,delivery_duration_min
DLV00000262,DLVORD00001458,DRV00068,VEH0031,2023-02-23,2023-03-01,Delivered,1,18.93,26
DLV00000263,DLVORD00002886,DRV00050,VEH0014,2023-12-08,2023-12-08,Delivered,1,3.45,15
DLV00000264,DLVORD00002978,DRV00059,VEH0021,2022-12-24,2022-12-26,Delivered,1,11.52,38
DLV00000265,DLVORD00000462,DRV00077,VEH0038,2022-11-03,2022-11-03,Delivered,1,4.75,36
DLV00000266,DLVORD00001338,DRV00022,VEH0024,2023-06-17,2023-06-17,Delivered,1,23.6,40
DLV00000267,DLVORD00002938,DRV00052,VEH0020,2022-01-16,2022-01-16,Delivered,1,12.11,81
DLV00000268,DLVORD00002210,DRV00032,VEH0022,2022-10-25,,Pending,1,4.52,36
DLV00000269,DLVORD00000879,DRV00007,VEH0030,2024-02-18,2024-02-20,Delivered,1,1.98,62
DLV00000270,DLVORD00001200,DRV00032,VEH0044,2023-03-27,2023-03-30,Delivered,1,27.66,12
DLV00000271,DLVORD00001193,DRV00025,VEH0013,2022-06-23,2022-06-23,Delivered,1,27.48,71
DLV00000272,DLVORD00001699,DRV00043,VEH0002,2022-09-05,2022-09-05,Delivered,1,22.25,58
DLV00000273,DLVORD00001661,DRV00036,VEH0004,2022-02-01,2022-02-08,Delivered,1,12.46,46
DLV00000274,DLVORD00000042,DRV00055,VEH0016,2024-06-28,2024-06-28,Delivered,1,29.34,75
DLV00000275,DLVORD00002402,DRV00060,VEH0037,2022-10-15,2022-10-15,Delivered,1,1.42,45
DLV00000276,DLVORD00000805,DRV00063,VEH0037,2023-11-18,2023-11-18,Delivered,1,29.19,31
DLV00000277,DLVORD00000563,DRV00005,VEH0003,2024-09-20,,Rescheduled,1,12.31,44
DLV00000278,DLVORD00001893,DRV00060,VEH0017,2023-10-19,,Rescheduled,1,11.73,28
DLV00000279,DLVORD00000615,DRV00013,VEH0036,2022-12-13,,Pending,1,19.59,67
DLV00000280,DLVORD00001854,DRV00065,VEH0009,2022-08-30,2022-09-02,Delivered,1,2.73,44
DLV00000281,DLVORD00002143,DRV00035,VEH0040,2024-06-07,2024-06-07,Delivered,1,29.47,5
DLV00000282,DLVORD00002629,DRV00008,VEH0026,2024-05-27,2024-05-27,Delivered,1,8.74,55
DLV00000283,DLVORD00002378,DRV00039,VEH0049,2023-04-09,2023-04-10,Delivered,1,10.92,17
DLV00000284,DLVORD00001356,DRV00061,VEH0015,2024-12-13,,Pending,1,10.52,12
DLV00000285,DLVORD00001816,DRV00046,VEH0038,2023-01-01,2023-01-02,Delivered,1,2.78,8
DLV00000286,DLVORD00002661,DRV00018,VEH0023,2024-05-25,,Rescheduled,1,18.03,81
DLV00000287,DLVORD00000378,DRV00047,VEH0047,2024-07-11,,Rescheduled,1,16.52,58
DLV00000288,DLVORD00000253,DRV00003,VEH0018,2024-09-09,2024-09-12,Delivered,1,22.85,36
DLV00000289,DLVORD00002548,DRV00005,VEH0018,2023-05-04,,Failed,1,3.18,24
DLV00000290,DLVORD00002310,DRV00063,VEH0007,2023-08-21,,Rescheduled,1,27.58,16
DLV00000291,DLVORD00000811,DRV00075,VEH0046,2024-07-05,,Pending,1,3.41,24
DLV00000292,DLVORD00001191,DRV00055,VEH0048,2024-01-24,2024-01-24,Delivered,1,9.38,62
DLV00000293,DLVORD00002114,DRV00035,VEH0045,2023-11-19,2023-11-23,Delivered,1,27.6,21
DLV00000294,DLVORD00000750,DRV00064,VEH0027,2023-08-24,,Rescheduled,1,25.44,80
DLV00000295,DLVORD00001968,DRV00046,VEH0013,2023-09-11,2023-09-14,Delivered,1,12.72,77
DLV00000296,DLVORD00001761,DRV00006,VEH0028,2024-09-20,2024-09-28,Delivered,1,21.02,76
DLV00000297,DLVORD00001611,DRV00037,VEH0043,2024-04-24,,Pending,1,6.57,76
DLV00000298,DLVORD00000797,DRV00016,VEH0046,2022-08-30,,Pending,1,13.54,63
DLV00000299,DLVORD00000669,DRV00039,VEH0020,2024-06-02,2024-06-07,Delivered,1,5.72,17
DLV00000300,DLVORD00001005,DRV00009,VEH0047,2023-05-28,,Rescheduled,1,29.07,28
DLV00000301,DLVORD00001939,DRV00018,VEH0048,2024-02-13,2024-02-17,Delivered,1,28.5,58
DLV00000302,DLVORD00000666,DRV00020,VEH0013,2024-01-19,2024-01-20,Delivered,1,25.14,12
DLV00000303,DLVORD00002871,DRV00003,VEH0036,2023-05-12,2023-05-18,Delivered,1,10.98,60
DLV00000304,DLVORD00002841,DRV00013,VEH0047,2023-11-21,,Failed,1,6.64,52
DLV00000305,DLVORD00002448,DRV00039,VEH0046,2022-11-16,,Pending,2,17.99,66
DLV00000306,DLVORD00000633,DRV00010,VEH0029,2023-08-06,2023-08-06,Delivered,1,17.9,58
DLV00000307,DLVORD00001091,DRV00021,VEH0013,2023-11-01,2023-11-01,Delivered,1,6.19,49
DLV00000308,DLVORD00002304,DRV00025,VEH0024,2024-06-28,2024-07-07,Delivered,1,28.87,7
DLV00000309,DLVORD00002206,DRV00059,VEH0004,2022-11-07,2022-11-07,Delivered,1,2.54,55
DLV00000310,DLVORD00002453,DRV00022,VEH0045,2024-02-17,2024-02-20,Delivered,1,18.83,9
DLV00000311,DLVORD00000948,DRV00063,VEH0021,2023-01-30,2023-01-30,Delivered,1,19.38,33
DLV00000312,DLVORD00002151,DRV00026,VEH0046,2024-08-16,2024-08-16,Delivered,1,8.28,5
DLV00000313,DLVORD00002044,DRV00013,VEH0023,2024-02-26,,Failed,1,9.47,70
DLV00000314,DLVORD00000672,DRV00048,VEH0015,2024-06-27,,Rescheduled,2,8.27,56
DLV00000315,DLVORD00001742,DRV00014,VEH0015,2024-01-02,,Rescheduled,1,24.98,27
DLV00000316,DLVORD00002851,DRV00011,VEH0029,2024-06-07,,Pending,1,4.22,76
DLV00000317,DLVORD00000646,DRV00055,VEH0032,2024-11-11,2024-11-11,Delivered,1,4.5,59
DLV00000318,DLVORD00002872,DRV00067,VEH0044,2022-10-26,2022-10-29,Delivered,1,20.0,11
DLV00000319,DLVORD00000110,DRV00014,VEH0001,2023-03-21,2023-03-25,Delivered,1,26.02,83
DLV00000320,DLVORD00000874,DRV00023,VEH0019,2023-04-30,2023-04-30,Delivered,1,12.31,5
DLV00000321,DLVORD00000765,DRV00056,VEH0020,2023-11-18,2023-11-20,Delivered,1,20.7,12
DLV00000322,DLVORD00000089,DRV00061,VEH0023,2022-02-27,2022-02-27,Delivered,1,6.16,28
DLV00000323,DLVORD00002253,DRV00065,VEH0011,2023-06-19,2023-06-19,Delivered,1,23.02,34
DLV00000324,DLVORD00000668,DRV00065,VEH0035,2023-07-03,2023-07-10,Delivered,1,29.52,40
DLV00000325,DLVORD00000021,DRV00016,VEH0040,2023-12-17,2023-12-21,Delivered,2,6.68,11
DLV00000326,DLVORD00001322,DRV00043,VEH0012,2023-06-03,2023-06-03,Delivered,1,27.14,34
DLV00000327,DLVORD00000143,DRV00063,VEH0038,2024-03-11,,Failed,1,5.18,83
DLV00000328,DLVORD00002844,DRV00021,VEH0038,2024-09-04,2024-09-07,Delivered,1,5.71,37
DLV00000329,DLVORD00002587,DRV00019,VEH0020,2023-06-18,2023-06-18,Delivered,1,12.47,59
DLV00000330,DLVORD00002264,DRV00061,VEH0050,2023-07-01,2023-07-01,Delivered,1,4.31,33
DLV00000331,DLVORD00001885,DRV00047,VEH0033,2022-11-18,,Failed,1,2.56,65
DLV00000332,DLVORD00002347,DRV00039,VEH0038,2022-04-01,,Failed,1,11.93,23
DLV00000333,DLVORD00000247,DRV00028,VEH0041,2022-07-09,2022-07-10,Delivered,1,24.77,69
DLV00000334,DLVORD00000380,DRV00030,VEH0024,2023-08-26,2023-09-08,Delivered,1,11.26,30
DLV00000335,DLVORD00000730,DRV00042,VEH0050,2022-09-21,2022-09-21,Delivered,1,25.75,89
DLV00000336,DLVORD00000979,DRV00023,VEH0050,2023-01-30,2023-01-30,Delivered,1,18.27,28
DLV00000337,DLVORD00002003,DRV00066,VEH0030,2023-12-10,2023-12-11,Delivered,1,26.75,33
DLV00000338,DLVORD00001101,DRV00052,VEH0001,2023-03-30,2023-03-30,Delivered,1,29.2,30
DLV00000339,DLVORD00001985,DRV00067,VEH0027,2023-09-14,2023-09-16,Delivered,1,17.16,17
DLV00000340,DLVORD00002609,DRV00025,VEH0006,2022-12-31,2023-01-07,Delivered,1,5.88,71
DLV00000341,DLVORD00001282,DRV00039,VEH0023,2023-03-17,2023-03-19,Delivered,1,7.48,81
DLV00000342,DLVORD00001487,DRV00007,VEH0014,2024-12-11,2024-12-11,Delivered,1,18.85,32
DLV00000343,DLVORD00001117,DRV00047,VEH0029,2022-08-30,2022-08-30,Delivered,1,14.87,22
DLV00000344,DLVORD00001665,DRV00074,VEH0005,2023-01-20,2023-01-20,Delivered,1,29.51,40
DLV00000345,DLVORD00000889,DRV00049,VEH0048,2024-04-15,2024-04-15,Delivered,1,10.39,26
DLV00000346,DLVORD00002865,DRV00063,VEH0038,2023-07-28,2023-07-30,Delivered,1,23.54,84
DLV00000347,DLVORD00002814,DRV00033,VEH0014,2024-12-25,2024-12-25,Delivered,1,21.26,19
DLV00000348,DLVORD00001772,DRV00079,VEH0027,2023-09-02,2023-09-03,Delivered,1,25.37,88
DLV00000349,DLVORD00001851,DRV00037,VEH0002,2023-05-15,2023-05-18,Delivered,1,9.06,40
DLV00000350,DLVORD00001637,DRV00029,VEH0025,2022-11-07,2022-11-08,Delivered,1,24.31,47
DLV00000351,DLVORD00002861,DRV00057,VEH0035,2024-01-25,,Rescheduled,1,21.38,21
DLV00000352,DLVORD00002142,DRV00036,VEH0005,2023-09-21,,Rescheduled,1,10.27,39
DLV00000353,DLVORD00002782,DRV00068,VEH0044,2022-05-23,,Rescheduled,1,6.08,18
DLV00000354,DLVORD00002786,DRV00022,VEH0023,2022-01-21,,Rescheduled,1,12.96,60
DLV00000355,DLVORD00002561,DRV00063,VEH0018,2022-10-12,,Rescheduled,1,24.25,81
DLV00000356,DLVORD00000981,DRV00048,VEH0026,2023-09-02,2023-09-02,Delivered,1,18.13,75
DLV00000357,DLVORD00002196,DRV00073,VEH0012,2024-03-12,,Failed,1,20.6,38
DLV00000358,DLVORD00002976,DRV00021,VEH0049,2024-06-23,,Rescheduled,1,6.99,56
DLV00000359,DLVORD00002368,DRV00039,VEH0014,2023-05-21,2023-05-21,Delivered,1,5.65,7
DLV00000360,DLVORD00001669,DRV00052,VEH0012,2023-12-21,,Pending,1,11.5,53
DLV00000361,DLVORD00002923,DRV00018,VEH0033,2023-03-02,,Rescheduled,1,3.0,34
DLV00000362,DLVORD00002981,DRV00055,VEH0031,2023-03-26,,Rescheduled,1,16.04,75
DLV00000363,DLVORD00000673,DRV00026,VEH0016,2022-11-09,2022-11-14,Delivered,1,15.5,64
DLV00000364,DLVORD00001084,DRV00034,VEH0050,2022-10-20,2022-10-20,Delivered,1,8.73,89
DLV00000365,DLVORD00002286,DRV00032,VEH0001,2024-06-19,,Failed,1,7.51,50
DLV00000366,DLVORD00000445,DRV00016,VEH0045,2023-02-08,2023-02-08,Delivered,1,19.14,8
DLV00000367,DLVORD00001429,DRV00039,VEH0004,2022-01-26,,Rescheduled,1,21.44,89
DLV00000368,DLVORD00001695,DRV00061,VEH0013,2023-11-27,2023-12-03,Delivered,1,29.74,35
DLV00000369,DLVORD00001313,DRV00079,VEH0016,2024-03-10,2024-03-15,Delivered,1,12.85,59
DLV00000370,DLVORD00002135,DRV00065,VEH0020,2022-11-22,2022-12-02,Delivered,1,22.88,59
DLV00000371,DLVORD00001468,DRV00026,VEH0018,2022-03-23,2022-03-23,Delivered,1,23.74,67
DLV00000372,DLVORD00000481,DRV00025,VEH0047,2023-12-15,2023-12-17,Delivered,1,17.84,67
DLV00000373,DLVORD00001352,DRV00037,VEH0010,2024-04-08,,Pending,1,23.64,27
DLV00000374,DLVORD00000483,DRV00053,VEH0010,2024-12-02,2024-12-06,Delivered,1,2.88,46
DLV00000375,DLVORD00002941,DRV00060,VEH0043,2024-03-25,2024-03-25,Delivered,1,7.96,24
DLV00000376,DLVORD00002417,DRV00021,VEH0011,2024-10-29,2024-10-29,Delivered,1,21.24,63
DLV00000377,DLVORD00001969,DRV00068,VEH0022,2024-04-24,2024-04-26,Delivered,1,10.75,20
DLV00000378,DLVORD00002951,DRV00073,VEH0005,2023-05-31,,Pending,1,3.37,32
DLV00000379,DLVORD00001039,DRV00015,VEH0008,2023-12-03,2023-12-07,Delivered,1,13.53,53
DLV00000380,DLVORD00002214,DRV00038,VEH0038,2024-01-14,2024-01-24,Delivered,1,3.87,54
DLV00000381,DLVORD00000204,DRV00002,VEH0010,2024-09-01,2024-09-01,Delivered,1,5.64,54
DLV00000382,DLVORD00000179,DRV00032,VEH0021,2024-10-12,,Rescheduled,1,27.17,76
DLV00000383,DLVORD00000252,DRV00012,VEH0038,2024-01-15,2024-01-16,Delivered,1,4.62,10
DLV00000384,DLVORD00001380,DRV00009,VEH0038,2024-03-20,2024-03-22,Delivered,1,24.92,23
DLV00000385,DLVORD00000028,DRV00009,VEH0038,2023-10-19,2023-10-19,Delivered,1,29.54,29
DLV00000386,DLVORD00000030,DRV00056,VEH0042,2023-08-21,2023-08-22,Delivered,1,16.89,69
DLV00000387,DLVORD00000281,DRV00040,VEH0001,2023-09-02,2023-09-06,Delivered,1,29.46,89
DLV00000388,DLVORD00000005,DRV00075,VEH0047,2023-10-14,2023-10-19,Delivered,1,19.59,41
DLV00000389,DLVORD00000326,DRV00034,VEH0035,2024-08-06,,Rescheduled,1,29.23,38
DLV00000390,DLVORD00000658,DRV00042,VEH0009,2022-11-16,2022-11-24,Delivered,1,18.4,71
DLV00000391,DLVORD00002195,DRV00040,VEH0009,2022-10-30,,Failed,1,21.21,55
DLV00000392,DLVORD00002153,DRV00016,VEH0033,2023-05-07,2023-05-07,Delivered,1,21.9,26
DLV00000393,DLVORD00002946,DRV00004,VEH0017,2022-05-09,2022-05-09,Delivered,1,28.67,80
DLV00000394,DLVORD00000284,DRV00057,VEH0042,2024-11-25,2024-11-26,Delivered,1,7.24,58
DLV00000395,DLVORD00001618,DRV00079,VEH0009,2023-03-05,2023-03-05,Delivered,1,4.58,73
DLV00000396,DLVORD00002336,DRV00013,VEH0039,2024-07-18,,Failed,1,17.99,74
DLV00000397,DLVORD00000695,DRV00012,VEH0029,2024-01-15,2024-01-19,Delivered,1,10.87,46
DLV00000398,DLVORD00002805,DRV00063,VEH0008,2023-06-29,2023-06-29,Delivered,1,7.3,52
DLV00000399,DLVORD00001783,DRV00001,VEH0016,2024-05-02,2024-05-11,Delivered,1,16.69,22
DLV00000400,DLVORD00001451,DRV00023,VEH0023,2024-05-04,2024-05-06,Delivered,1,17.05,90
DLV00000401,DLVORD00002803,DRV00004,VEH0018,2024-12-25,,Pending,1,9.87,14
DLV00000402,DLVORD00002399,DRV00073,VEH0012,2024-10-04,,Rescheduled,1,17.2,16
DLV00000403,DLVORD00001143,DRV00009,VEH0023,2023-11-23,2023-11-23,Delivered,1,6.79,78
DLV00000404,DLVORD00001591,DRV00010,VEH0036,2024-08-01,2024-08-02,Delivered,1,29.83,36
DLV00000405,DLVORD00001807,DRV00070,VEH0049,2024-03-19,2024-03-19,Delivered,1,28.4,61
DLV00000406,DLVORD00001225,DRV00080,VEH0035,2024-04-26,2024-04-26,Delivered,1,26.92,29
DLV00000407,DLVORD00002021,DRV00065,VEH0002,2023-01-14,2023-01-14,Delivered,1,26.11,75
DLV00000408,DLVORD00000331,DRV00039,VEH0036,2023-11-18,2023-11-18,Delivered,1,21.87,66
DLV00000409,DLVORD00002224,DRV00028,VEH0044,2023-09-17,2023-09-25,Delivered,1,29.28,35
DLV00000410,DLVORD00001744,DRV00046,VEH0003,2022-12-24,,Failed,1,13.24,24
DLV00000411,DLVORD00002252,DRV00027,VEH0022,2022-09-03,2022-09-03,Delivered,1,28.23,85
DLV00000412,DLVORD00002753,DRV00080,VEH0038,2023-02-22,2023-03-01,Delivered,1,5.26,9
DLV00000413,DLVORD00000560,DRV00049,VEH0045,2023-07-22,,Rescheduled,1,13.13,22
DLV00000414,DLVORD00001349,DRV00054,VEH0009,2024-04-09,,Pending,1,23.39,21
DLV00000415,DLVORD00002119,DRV00076,VEH0025,2024-07-27,,Failed,1,12.88,28
DLV00000416,DLVORD00000470,DRV00049,VEH0037,2024-07-09,,Rescheduled,1,22.51,49
DLV00000417,DLVORD00002263,DRV00077,VEH0045,2024-08-10,,Pending,1,28.11,41
DLV00000418,DLVORD00001159,DRV00065,VEH0033,2024-09-20,2024-09-23,Delivered,1,9.54,34
DLV00000419,DLVORD00000916,DRV00004,VEH0015,2024-12-08,,Rescheduled,1,16.57,61
DLV00000420,DLVORD00001791,DRV00054,VEH0040,2023-12-18,,Failed,1,9.72,23
DLV00000421,DLVORD00000271,DRV00064,VEH0046,2024-03-23,2024-03-23,Delivered,1,5.37,49
DLV00000422,DLVORD00001493,DRV00015,VEH0003,2022-10-16,2022-10-20,Delivered,1,12.77,61
DLV00000423,DLVORD00002685,DRV00018,VEH0045,2023-03-14,2023-03-14,Delivered,1,28.66,52
DLV00000424,DLVORD00000371,DRV00016,VEH0039,2023-05-20,2023-05-20,Delivered,1,19.55,84
DLV00000425,DLVORD00000698,DRV00026,VEH0034,2023-03-16,2023-03-16,Delivered,1,10.78,17
DLV00000426,DLVORD00002279,DRV00034,VEH0023,2023-08-21,,Failed,1,28.65,39
DLV00000427,DLVORD00002790,DRV00022,VEH0016,2023-02-15,2023-02-15,Delivered,1,8.47,75
DLV00000428,DLVORD00001304,DRV00047,VEH0035,2022-10-31,2022-11-01,Delivered,1,14.5,28
DLV00000429,DLVORD00000780,DRV00032,VEH0026,2023-11-11,,Rescheduled,2,8.99,48
DLV00000430,DLVORD00001958,DRV00029,VEH0041,2022-10-18,2022-10-20,Delivered,1,8.08,10
DLV00000431,DLVORD00000719,DRV00064,VEH0003,2022-03-04,,Rescheduled,1,24.82,85
DLV00000432,DLVORD00002565,DRV00034,VEH0009,2024-05-30,2024-05-30,Delivered,1,7.07,63
DLV00000433,DLVORD00001595,DRV00063,VEH0018,2022-10-26,2022-11-04,Delivered,1,5.42,43
DLV00000434,DLVORD00002587,DRV00025,VEH0013,2023-06-18,2023-06-18,Delivered,1,22.51,13
DLV00000435,DLVORD00001505,DRV00009,VEH0003,2023-01-23,2023-01-25,Delivered,1,20.21,23
DLV00000436,DLVORD00002721,DRV00033,VEH0002,2023-11-29,2023-11-30,Delivered,1,2.33,42
DLV00000437,DLVORD00000325,DRV00028,VEH0005,2024-04-17,2024-04-21,Delivered,1,28.98,48
DLV00000438,DLVORD00001704,DRV00057,VEH0023,2023-12-17,,Failed,1,19.0,41
DLV00000439,DLVORD00002298,DRV00040,VEH0031,2022-10-03,,Pending,1,7.38,40
DLV00000440,DLVORD00002968,DRV00038,VEH0002,2023-06-05,2023-06-05,Delivered,1,14.32,70
DLV00000441,DLVORD00002238,DRV00026,VEH0022,2022-07-17,2022-07-17,Delivered,1,25.7,53
DLV00000442,DLVORD00000390,DRV00050,VEH0027,2022-11-11,,Rescheduled,1,21.82,15
DLV00000443,DLVORD00000106,DRV00062,VEH0032,2024-10-03,2024-10-03,Delivered,1,27.31,11
DLV00000444,DLVORD00000160,DRV00035,VEH0021,2023-02-27,,Pending,1,2.66,38
DLV00000445,DLVORD00002389,DRV00030,VEH0033,2024-11-23,2024-11-23,Delivered,1,10.01,72
DLV00000446,DLVORD00001245,DRV00079,VEH0042,2024-03-17,,Rescheduled,1,19.32,15
DLV00000447,DLVORD00001886,DRV00019,VEH0033,2024-07-07,2024-07-13,Delivered,1,6.58,27
DLV00000448,DLVORD00001504,DRV00049,VEH0013,2023-03-31,2023-03-31,Delivered,1,10.97,78
DLV00000449,DLVORD00001416,DRV00032,VEH0034,2023-11-23,,Failed,1,14.72,38
DLV00000450,DLVORD00000485,DRV00022,VEH0016,2023-04-05,2023-04-07,Delivered,1,5.26,81
DLV00000451,DLVORD00000248,DRV00037,VEH0041,2022-05-15,2022-05-22,Delivered,1,17.84,56
DLV00000452,DLVORD00002238,DRV00067,VEH0035,2022-07-17,2022-07-17,Delivered,1,27.19,50
DLV00000453,DLVORD00001251,DRV00071,VEH0014,2022-09-06,2022-09-06,Delivered,1,14.34,54
DLV00000454,DLVORD00000953,DRV00011,VEH0018,2024-12-09,2024-12-17,Delivered,1,9.48,29
DLV00000455,DLVORD00001717,DRV00047,VEH0027,2024-01-11,2024-01-11,Delivered,1,9.04,22
DLV00000456,DLVORD00000784,DRV00055,VEH0019,2022-10-27,,Failed,1,12.96,63
DLV00000457,DLVORD00001764,DRV00074,VEH0003,2023-04-12,2023-04-12,Delivered,1,12.54,5
DLV00000458,DLVORD00000763,DRV00079,VEH0001,2024-01-30,,Pending,1,21.48,42
DLV00000459,DLVORD00002900,DRV00022,VEH0032,2024-01-27,2024-01-27,Delivered,1,5.17,14
DLV00000460,DLVORD00000992,DRV00046,VEH0041,2022-03-25,2022-03-28,Delivered,1,18.67,74
DLV00000461,DLVORD00001621,DRV00025,VEH0044,2024-12-21,2024-12-21,Delivered,1,13.58,84
DLV00000462,DLVORD00000599,DRV00029,VEH0035,2024-06-12,,Rescheduled,1,9.6,17
DLV00000463,DLVORD00002524,DRV00028,VEH0001,2024-06-12,2024-06-19,Delivered,1,14.04,21
DLV00000464,DLVORD00002729,DRV00073,VEH0007,2022-06-24,2022-06-24,Delivered,1,1.61,21
DLV00000465,DLVORD00002483,DRV00035,VEH0032,2024-07-04,,Rescheduled,1,1.96,34
DLV00000466,DLVORD00001257,DRV00012,VEH0041,2022-07-03,,Failed,1,16.03,20
DLV00000467,DLVORD00001185,DRV00015,VEH0033,2022-12-28,2022-12-28,Delivered,1,25.0,25
DLV00000468,DLVORD00001297,DRV00071,VEH0006,2023-09-01,2023-09-01,Delivered,1,11.16,89
DLV00000469,DLVORD00000881,DRV00037,VEH0004,2023-04-29,2023-05-02,Delivered,1,12.77,78
DLV00000470,DLVORD00000347,DRV00046,VEH0036,2023-06-04,,Pending,1,7.44,9
DLV00000471,DLVORD00001956,DRV00020,VEH0039,2023-12-11,2023-12-11,Delivered,1,22.17,50
DLV00000472,DLVORD00001988,DRV00039,VEH0029,2024-01-11,,Failed,1,28.78,35
DLV00000473,DLVORD00001304,DRV00033,VEH0007,2022-11-01,2022-11-01,Delivered,1,15.52,86
DLV00000474,DLVORD00001679,DRV00064,VEH0022,2022-08-23,2022-08-30,Delivered,1,15.46,24
DLV00000475,DLVORD00002888,DRV00041,VEH0009,2024-04-08,2024-04-17,Delivered,1,8.07,58
DLV00000476,DLVORD00000817,DRV00029,VEH0031,2023-03-22,2023-03-24,Delivered,1,24.5,18
DLV00000477,DLVORD00000077,DRV00061,VEH0018,2022-05-06,2022-05-06,Delivered,1,15.68,28
DLV00000478,DLVORD00001350,DRV00049,VEH0040,2023-03-05,2023-03-07,Delivered,1,14.24,48
DLV00000479,DLVORD00001059,DRV00041,VEH0025,2023-02-14,,Failed,1,1.28,11
DLV00000480,DLVORD00000537,DRV00030,VEH0002,2024-04-15,2024-04-15,Delivered,1,21.55,61
DLV00000481,DLVORD00000936,DRV00051,VEH0014,2023-02-13,,Failed,1,17.39,48
DLV00000482,DLVORD00001464,DRV00047,VEH0036,2024-03-01,2024-03-01,Delivered,1,13.07,55
DLV00000483,DLVORD00001550,DRV00025,VEH0021,2023-03-07,2023-03-07,Delivered,1,19.34,73
DLV00000484,DLVORD00000467,DRV00064,VEH0022,2023-09-21,,Failed,1,5.31,37
DLV00000485,DLVORD00001778,DRV00016,VEH0022,2023-03-16,2023-03-16,Delivered,1,21.38,39
DLV00000486,DLVORD00002368,DRV00056,VEH0005,2023-05-22,,Pending,1,22.36,54
DLV00000487,DLVORD00001931,DRV00037,VEH0040,2024-02-05,2024-02-08,Delivered,1,26.27,46
DLV00000488,DLVORD00001203,DRV00077,VEH0033,2024-06-16,2024-06-16,Delivered,1,20.93,12
DLV00000489,DLVORD00001419,DRV00050,VEH0022,2024-01-21,2024-01-23,Delivered,1,26.34,76
DLV00000490,DLVORD00002055,DRV00047,VEH0042,2024-08-05,2024-08-10,Delivered,2,6.3,7
DLV00000491,DLVORD00002298,DRV00047,VEH0037,2022-10-02,,Pending,1,26.2,62
DLV00000492,DLVORD00000765,DRV00033,VEH0027,2023-11-20,2023-11-20,Delivered,1,28.25,27
DLV00000493,DLVORD00001875,DRV00027,VEH0001,2023-07-23,,Failed,1,7.58,70
DLV00000494,DLVORD00000496,DRV00051,VEH0046,2022-09-13,,Rescheduled,1,16.05,73
DLV00000495,DLVORD00002614,DRV00065,VEH0034,2023-05-06,2023-05-11,Delivered,1,16.2,81
DLV00000496,DLVORD00002687,DRV00030,VEH0007,2023-06-20,2023-06-22,Delivered,1,23.89,79
DLV00000497,DLVORD00002070,DRV00076,VEH0045,2023-10-06,2023-10-06,Delivered,1,7.39,41
DLV00000498,DLVORD00000243,DRV00074,VEH0034,2022-12-06,2022-12-06,Delivered,1,10.94,80
DLV00000499,DLVORD00001918,DRV00055,VEH0026,2023-06-18,2023-06-19,Delivered,1,3.49,59
DLV00000500,DLVORD00000378,DRV00073,VEH0014,2024-07-11,2024-07-11,Delivered,1,10.6,57
DLV00000501,DLVORD00002216,DRV00018,VEH0030,2024-08-02,2024-08-11,Delivered,1,1.53,57
DLV00000502,DLVORD00000057,DRV00075,VEH0027,2023-06-04,2023-06-04,Delivered,1,19.25,27
DLV00000503,DLVORD00001720,DRV00026,VEH0022,2024-11-26,,Pending,1,28.95,14
DLV00000504,DLVORD00000361,DRV00008,VEH0011,2024-05-22,2024-06-01,Delivered,1,27.77,38
DLV00000505,DLVORD00001148,DRV00029,VEH0028,2023-01-01,2023-01-01,Delivered,1,1.54,26
DLV00000506,DLVORD00000508,DRV00018,VEH0024,2023-07-14,2023-07-14,Delivered,1,18.85,34
DLV00000507,DLVORD00002027,DRV00079,VEH0031,2023-05-04,2023-05-04,Delivered,1,29.87,75
DLV00000508,DLVORD00002013,DRV00035,VEH0043,2022-09-19,2022-09-19,Delivered,1,17.5,8
DLV00000509,DLVORD00002444,DRV00062,VEH0007,2023-06-24,2023-06-24,Delivered,1,21.25,23
DLV00000510,DLVORD00001845,DRV00033,VEH0023,2024-05-28,,Pending,1,27.11,19
DLV00000511,DLVORD00001465,DRV00044,VEH0031,2023-12-24,,Pending,1,16.7,26
DLV00000512,DLVORD00001457,DRV00059,VEH0007,2023-05-15,2023-05-19,Delivered,1,17.64,48
DLV00000513,DLVORD00002139,DRV00047,VEH0033,2024-03-08,2024-03-08,Delivered,1,6.06,15
DLV00000514,DLVORD00001375,DRV00044,VEH0002,2024-09-17,,Rescheduled,1,4.04,85
DLV00000515,DLVORD00001121,DRV00062,VEH0038,2023-10-19,2023-10-19,Delivered,1,22.4,77
DLV00000516,DLVORD00002990,DRV00002,VEH0044,2023-07-27,2023-07-27,Delivered,1,13.22,55
DLV00000517,DLVORD00002717,DRV00053,VEH0021,2024-12-17,2024-12-17,Delivered,1,24.38,81
DLV00000518,DLVORD00002223,DRV00059,VEH0012,2024-07-09,,Failed,1,5.29,45
DLV00000519,DLVORD00002552,DRV00076,VEH0019,2023-11-24,,Rescheduled,1,29.89,66
DLV00000520,DLVORD00000168,DRV00049,VEH0044,2022-05-20,,Rescheduled,1,20.51,63
DLV00000521,DLVORD00001371,DRV00033,VEH0012,2024-08-27,2024-09-06,Delivered,1,24.43,8
DLV00000522,DLVORD00002342,DRV00075,VEH0015,2022-09-11,2022-09-11,Delivered,1,18.21,52
