order_id,customer_id,order_date,delivery_zone_id,package_weight_kg,service_type,priority,total_value
DLVORD00000281,DLVCUST0000342,2023-08-31,ZONE0001,34.25,Standard,Urgent,4985.56
DLVORD00000282,DLVCUST0000264,2023-07-05,ZONE0005,36.19,Same Day,Urgent,4834.02
DLVORD00000283,DLVCUST0000144,2022-08-25,ZONE0001,5.39,Economy,Urgent,1828.31
DLVORD00000284,DLVCUST0000338,2024-11-24,ZONE0004,47.84,Express,High,2724.82
DLVORD00000285,DLVCUST0000088,2024-10-01,ZONE0007,16.88,Standard,Normal,1392.88
DLVORD00000286,DLVCUST0000216,2023-10-15,ZONE0002,25.27,Standard,High,4960.87
DLVORD00000287,DLVCUST0000325,2024-04-30,ZONE0013,16.63,Next Day,Normal,2024.57
DLVORD00000288,DLVCUST0000013,2023-03-04,ZONE0008,13.91,Express,Urgent,4520.03
DLVORD00000289,DLVCUST0000108,2024-06-14,ZONE0012,6.48,Next Day,Normal,4882.45
DLVORD00000290,DLVCUST0000282,2024-01-30,ZONE0004,48.52,Express,Urgent,1154.69
DLVORD00000291,DLVCUST0000367,2023-08-01,ZONE0003,39.08,Next Day,Normal,3641.8
DLVORD00000292,DLVCUST0000382,2022-08-04,ZONE0006,4.28,Next Day,High,4877.54
DLVORD00000293,DLVCUST0000213,2022-08-10,ZONE0011,20.15,Same Day,High,2172.53
DLVORD00000294,DLVCUST0000247,2024-05-26,ZONE0012,16.38,Express,High,3528.09
DLVORD00000295,DLVCUST0000025,2024-04-19,ZONE0005,46.96,Next Day,Urgent,3822.47
DLVORD00000296,DLVCUST0000284,2024-02-01,ZONE0011,34.22,Same Day,Normal,3342.31
DLVORD00000297,DLVCUST0000334,2023-12-21,ZONE0010,29.79,Same Day,High,2011.49
DLVORD00000298,DLVCUST0000218,2022-12-14,ZONE0003,32.82,Next Day,Normal,3195.21
DLVORD00000299,DLVCUST0000155,2022-10-24,ZONE0015,0.9,Next Day,Urgent,3090.02
DLVORD00000300,DLVCUST0000239,2024-01-15,ZONE0017,21.74,Standard,Normal,3953.76
DLVORD00000301,DLVCUST0000166,2024-04-01,ZONE0019,32.37,Same Day,Normal,3883.15
DLVORD00000302,DLVCUST0000265,2022-10-01,ZONE0010,1.65,Express,Urgent,934.93
DLVORD00000303,DLVCUST0000217,2024-11-04,ZONE0003,44.56,Economy,Normal,2278.85
DLVORD00000304,DLVCUST0000054,2024-04-14,ZONE0014,31.75,Next Day,Urgent,3521.23
DLVORD00000305,DLVCUST0000331,2024-11-03,ZONE0002,48.48,Express,Urgent,706.41
DLVORD00000306,DLVCUST0000201,2023-11-12,ZONE0010,34.44,Express,Normal,2483.57
DLVORD00000307,DLVCUST0000104,2022-04-29,ZONE0001,30.66,Standard,High,3518.68
DLVORD00000308,DLVCUST0000156,2024-04-15,ZONE0002,24.25,Same Day,High,1418.81
DLVORD00000309,DLVCUST0000269,2023-05-29,ZONE0015,49.11,Express,High,559.3
DLVORD00000310,DLVCUST0000274,2023-07-12,ZONE0017,13.18,Same Day,Urgent,416.85
DLVORD00000311,DLVCUST0000300,2024-07-15,ZONE0003,23.17,Express,High,303.29
DLVORD00000312,DLVCUST0000257,2022-07-02,ZONE0014,5.0,Next Day,Urgent,959.54
DLVORD00000313,DLVCUST0000059,2023-01-23,ZONE0005,10.38,Economy,Urgent,2557.42
DLVORD00000314,DLVCUST0000393,2024-01-23,ZONE0017,4.42,Standard,Normal,2501.33
DLVORD00000315,DLVCUST0000350,2022-05-24,ZONE0009,29.24,Standard,Urgent,1553.6
DLVORD00000316,DLVCUST0000138,2023-12-01,ZONE0005,29.43,Express,Normal,2348.97
DLVORD00000317,DLVCUST0000158,2022-09-29,ZONE0009,46.12,Express,Urgent,1736.69
DLVORD00000318,DLVCUST0000273,2024-04-16,ZONE0006,27.77,Standard,Normal,1725.11
DLVORD00000319,DLVCUST0000073,2024-10-22,ZONE0006,8.62,Express,Urgent,4845.15
DLVORD00000320,DLVCUST0000157,2023-10-29,ZONE0013,10.21,Same Day,Normal,2188.12
DLVORD00000321,DLVCUST0000263,2023-07-24,ZONE0014,19.72,Same Day,Urgent,2980.58
DLVORD00000322,DLVCUST0000113,2022-04-25,ZONE0007,27.18,Next Day,High,2778.02
DLVORD00000323,DLVCUST0000286,2024-10-08,ZONE0002,11.01,Same Day,Urgent,3629.99
DLVORD00000324,DLVCUST0000285,2024-09-20,ZONE0020,26.87,Same Day,Normal,4515.8
DLVORD00000325,DLVCUST0000112,2024-04-16,ZONE0010,32.32,Standard,Urgent,4071.59
DLVORD00000326,DLVCUST0000184,2024-08-04,ZONE0012,44.87,Economy,Normal,191.09
DLVORD00000327,DLVCUST0000259,2024-02-05,ZONE0019,42.03,Same Day,Normal,3502.89
DLVORD00000328,DLVCUST0000067,2023-06-08,ZONE0010,39.75,Express,Urgent,3470.33
DLVORD00000329,DLVCUST0000191,2023-07-07,ZONE0011,40.83,Same Day,High,2757.19
DLVORD00000330,DLVCUST0000164,2024-08-20,ZONE0006,49.18,Economy,Normal,2945.49
DLVORD00000331,DLVCUST0000294,2023-11-17,ZONE0002,7.17,Standard,Urgent,2601.93
DLVORD00000332,DLVCUST0000307,2022-06-01,ZONE0006,6.24,Standard,High,2440.56
DLVORD00000333,DLVCUST0000381,2022-01-14,ZONE0013,3.06,Express,Normal,2880.14
DLVORD00000334,DLVCUST0000173,2023-10-07,ZONE0020,14.89,Economy,Urgent,760.71
DLVORD00000335,DLVCUST0000229,2023-09-15,ZONE0018,33.16,Next Day,Normal,1013.5
DLVORD00000336,DLVCUST0000078,2023-03-31,ZONE0005,0.24,Economy,Urgent,4836.39
DLVORD00000337,DLVCUST0000121,2023-05-22,ZONE0015,1.03,Standard,High,4603.13
DLVORD00000338,DLVCUST0000357,2023-10-31,ZONE0001,6.8,Next Day,High,1802.3
DLVORD00000339,DLVCUST0000267,2024-12-27,ZONE0010,18.93,Economy,Urgent,4251.66
DLVORD00000340,DLVCUST0000257,2023-04-19,ZONE0014,35.2,Standard,Urgent,1428.54
DLVORD00000341,DLVCUST0000103,2024-10-07,ZONE0003,42.99,Express,Normal,3677.81
DLVORD00000342,DLVCUST0000177,2022-10-08,ZONE0005,16.89,Economy,Urgent,2088.78
DLVORD00000343,DLVCUST0000130,2022-12-26,ZONE0008,13.09,Express,Normal,851.85
DLVORD00000344,DLVCUST0000384,2024-08-13,ZONE0018,40.08,Express,High,4157.78
DLVORD00000345,DLVCUST0000286,2023-10-25,ZONE0002,43.28,Same Day,Normal,4748.25
DLVORD00000346,DLVCUST0000237,2022-05-25,ZONE0001,4.11,Next Day,Urgent,1368.11
DLVORD00000347,DLVCUST0000135,2023-06-04,ZONE0018,20.67,Next Day,Normal,3899.0
DLVORD00000348,DLVCUST0000050,2024-12-16,ZONE0013,38.0,Economy,Urgent,1663.48
DLVORD00000349,DLVCUST0000237,2022-09-21,ZONE0001,29.81,Standard,Normal,3778.7
DLVORD00000350,DLVCUST0000229,2023-10-18,ZONE0018,37.23,Economy,Urgent,593.39
DLVORD00000351,DLVCUST0000204,2024-12-28,ZONE0005,37.5,Next Day,Normal,1800.04
DLVORD00000352,DLVCUST0000005,2024-01-17,ZONE0002,28.58,Same Day,Urgent,1201.58
DLVORD00000353,DLVCUST0000200,2023-10-20,ZONE0020,30.3,Next Day,High,4475.77
DLVORD00000354,DLVCUST0000206,2023-06-24,ZONE0005,41.5,Standard,Normal,958.03
DLVORD00000355,DLVCUST0000387,2022-09-21,ZONE0018,12.91,Next Day,Urgent,2930.72
DLVORD00000356,DLVCUST0000192,2023-12-19,ZONE0002,23.16,Next Day,High,2261.9
DLVORD00000357,DLVCUST0000083,2024-07-02,ZONE0020,36.57,Standard,Urgent,3834.97
DLVORD00000358,DLVCUST0000382,2023-01-14,ZONE0006,47.49,Next Day,Normal,4490.25
DLVORD00000359,DLVCUST0000120,2024-10-06,ZONE0001,40.07,Standard,High,4496.84
DLVORD00000360,DLVCUST0000311,2023-10-30,ZONE0006,33.15,Next Day,Urgent,1684.86
DLVORD00000361,DLVCUST0000381,2024-05-20,ZONE0013,46.68,Economy,High,1701.63
DLVORD00000362,DLVCUST0000250,2024-06-09,ZONE0009,43.81,Express,Urgent,1236.99
DLVORD00000363,DLVCUST0000201,2022-11-08,ZONE0010,25.49,Standard,High,379.89
DLVORD00000364,DLVCUST0000102,2023-07-14,ZONE0020,11.71,Standard,Urgent,337.52
DLVORD00000365,DLVCUST0000209,2022-11-28,ZONE0013,35.43,Standard,High,4406.19
DLVORD00000366,DLVCUST0000235,2024-09-11,ZONE0012,32.57,Next Day,Normal,2917.13
DLVORD00000367,DLVCUST0000295,2024-11-28,ZONE0004,35.27,Express,High,3017.0
DLVORD00000368,DLVCUST0000153,2024-10-10,ZONE0016,47.94,Next Day,High,1369.06
DLVORD00000369,DLVCUST0000077,2022-05-28,ZONE0010,2.79,Next Day,Normal,2513.86
DLVORD00000370,DLVCUST0000262,2022-08-08,ZONE0005,38.06,Same Day,Normal,3284.15
DLVORD00000371,DLVCUST0000364,2023-05-20,ZONE0008,20.82,Express,High,4465.3
DLVORD00000372,DLVCUST0000040,2024-05-22,ZONE0005,15.37,Standard,High,45.59
DLVORD00000373,DLVCUST0000175,2024-11-11,ZONE0003,0.51,Next Day,High,2528.69
DLVORD00000374,DLVCUST0000058,2024-03-22,ZONE0018,18.73,Economy,Urgent,4918.16
DLVORD00000375,DLVCUST0000019,2022-03-30,ZONE0008,21.61,Same Day,Urgent,1400.65
DLVORD00000376,DLVCUST0000182,2024-11-20,ZONE0020,21.93,Next Day,High,94.36
DLVORD00000377,DLVCUST0000193,2024-07-24,ZONE0016,37.1,Next Day,Normal,2771.96
DLVORD00000378,DLVCUST0000371,2024-07-09,ZONE0005,31.81,Next Day,Urgent,2667.24
DLVORD00000379,DLVCUST0000201,2023-09-03,ZONE0010,46.78,Economy,High,4210.77
DLVORD00000380,DLVCUST0000229,2023-08-26,ZONE0018,14.74,Economy,High,1667.31
DLVORD00000381,DLVCUST0000260,2024-11-07,ZONE0004,10.87,Economy,Urgent,3255.0
DLVORD00000382,DLVCUST0000318,2023-08-23,ZONE0017,1.85,Same Day,Urgent,3578.26
DLVORD00000383,DLVCUST0000382,2022-06-18,ZONE0006,34.69,Express,High,242.69
DLVORD00000384,DLVCUST0000374,2024-01-15,ZONE0002,36.72,Standard,Urgent,844.05
DLVORD00000385,DLVCUST0000212,2023-08-18,ZONE0016,20.34,Economy,Normal,4636.3
DLVORD00000386,DLVCUST0000061,2023-09-07,ZONE0013,41.26,Same Day,Normal,3476.97
DLVORD00000387,DLVCUST0000098,2023-01-22,ZONE0017,40.15,Same Day,High,944.6
DLVORD00000388,DLVCUST0000383,2022-02-16,ZONE0009,37.23,Next Day,Normal,674.17
DLVORD00000389,DLVCUST0000384,2024-06-29,ZONE0018,4.1,Express,High,1253.15
DLVORD00000390,DLVCUST0000400,2022-11-10,ZONE0010,25.46,Standard,Urgent,37.51
DLVORD00000391,DLVCUST0000398,2023-12-18,ZONE0005,0.6,Express,Normal,3242.13
DLVORD00000392,DLVCUST0000360,2024-02-14,ZONE0006,35.14,Standard,High,3818.93
DLVORD00000393,DLVCUST0000323,2022-08-11,ZONE0007,7.63,Economy,High,3157.47
DLVORD00000394,DLVCUST0000100,2023-03-10,ZONE0009,19.51,Economy,Urgent,2421.35
DLVORD00000395,DLVCUST0000027,2024-01-19,ZONE0013,29.39,Next Day,High,4868.9
DLVORD00000396,DLVCUST0000029,2024-04-22,ZONE0004,35.46,Standard,High,1762.35
DLVORD00000397,DLVCUST0000235,2024-03-02,ZONE0012,28.95,Same Day,High,2326.12
DLVORD00000398,DLVCUST0000136,2024-08-17,ZONE0019,9.15,Standard,Urgent,2555.49
DLVORD00000399,DLVCUST0000328,2024-12-02,ZONE0019,38.47,Standard,High,3791.52
DLVORD00000400,DLVCUST0000147,2024-07-02,ZONE0016,48.97,Express,Urgent,511.64
DLVORD00000401,DLVCUST0000345,2022-12-12,ZONE0008,42.11,Express,Urgent,2805.63
DLVORD00000402,DLVCUST0000066,2022-06-05,ZONE0011,34.3,Next Day,Urgent,2860.12
DLVORD00000403,DLVCUST0000071,2023-07-05,ZONE0001,37.94,Economy,Urgent,1688.95
DLVORD00000404,DLVCUST0000035,2024-03-18,ZONE0004,15.11,Next Day,Normal,2947.05
DLVORD00000405,DLVCUST0000194,2022-07-23,ZONE0001,48.82,Next Day,Normal,21.15
DLVORD00000406,DLVCUST0000129,2024-02-15,ZONE0013,26.15,Same Day,Urgent,625.67
DLVORD00000407,DLVCUST0000208,2024-09-06,ZONE0009,14.46,Next Day,Urgent,1506.25
DLVORD00000408,DLVCUST0000042,2024-02-02,ZONE0016,27.41,Economy,Normal,2711.06
DLVORD00000409,DLVCUST0000251,2024-09-14,ZONE0015,8.27,Same Day,High,4059.95
DLVORD00000410,DLVCUST0000269,2024-10-12,ZONE0015,46.63,Same Day,High,3889.11
DLVORD00000411,DLVCUST0000150,2024-10-31,ZONE0013,37.44,Same Day,Urgent,4072.64
DLVORD00000412,DLVCUST0000131,2022-05-12,ZONE0005,13.11,Express,High,4606.95
DLVORD00000413,DLVCUST0000259,2024-02-25,ZONE0019,44.73,Same Day,High,2139.16
DLVORD00000414,DLVCUST0000078,2022-11-11,ZONE0005,32.01,Next Day,Normal,3959.81
DLVORD00000415,DLVCUST0000373,2023-12-08,ZONE0009,43.9,Standard,Urgent,3784.0
DLVORD00000416,DLVCUST0000183,2024-10-09,ZONE0013,14.78,Express,Normal,1646.72
DLVORD00000417,DLVCUST0000296,2023-10-01,ZONE0014,34.31,Same Day,Normal,4967.94
DLVORD00000418,DLVCUST0000076,2024-04-25,ZONE0004,38.58,Economy,Urgent,4394.6
DLVORD00000419,DLVCUST0000146,2023-02-28,ZONE0018,0.76,Next Day,Urgent,3309.75
DLVORD00000420,DLVCUST0000039,2024-10-06,ZONE0012,25.87,Express,Urgent,3558.48
DLVORD00000421,DLVCUST0000172,2023-02-11,ZONE0020,18.39,Standard,Urgent,2354.08
DLVORD00000422,DLVCUST0000301,2024-05-13,ZONE0006,42.37,Same Day,High,1632.32
DLVORD00000423,DLVCUST0000382,2024-01-19,ZONE0006,45.28,Same Day,Normal,2414.06
DLVORD00000424,DLVCUST0000056,2024-02-10,ZONE0004,29.0,Standard,High,1983.09
DLVORD00000425,DLVCUST0000340,2023-12-14,ZONE0004,46.14,Same Day,High,2704.83
DLVORD00000426,DLVCUST0000239,2022-06-14,ZONE0017,41.41,Next Day,Urgent,2117.7
DLVORD00000427,DLVCUST0000024,2023-07-16,ZONE0019,4.88,Economy,Urgent,811.44
DLVORD00000428,DLVCUST0000194,2024-09-22,ZONE0001,37.4,Standard,Normal,2100.28
DLVORD00000429,DLVCUST0000341,2022-02-15,ZONE0019,45.26,Same Day,High,1732.28
DLVORD00000430,DLVCUST0000064,2023-11-16,ZONE0003,11.33,Economy,High,1064.61
DLVORD00000431,DLVCUST0000343,2022-07-20,ZONE0013,42.8,Express,Urgent,86.74
DLVORD00000432,DLVCUST0000026,2023-12-08,ZONE0019,39.65,Next Day,Urgent,924.05
DLVORD00000433,DLVCUST0000370,2023-12-10,ZONE0018,20.03,Economy,Urgent,122.95
DLVORD00000434,DLVCUST0000017,2023-08-26,ZONE0008,13.9,Same Day,Urgent,2698.73
DLVORD00000435,DLVCUST0000366,2023-09-27,ZONE0016,34.46,Same Day,Normal,4679.5
DLVORD00000436,DLVCUST0000071,2023-05-01,ZONE0001,47.34,Standard,High,2087.53
DLVORD00000437,DLVCUST0000366,2024-08-23,ZONE0016,28.12,Standard,Urgent,311.91
DLVORD00000438,DLVCUST0000301,2023-07-07,ZONE0006,9.19,Economy,Normal,2139.51
DLVORD00000439,DLVCUST0000235,2023-10-28,ZONE0012,19.77,Same Day,Normal,1972.71
DLVORD00000440,DLVCUST0000059,2023-09-29,ZONE0005,46.02,Standard,Normal,2247.19
DLVORD00000441,DLVCUST0000231,2024-05-18,ZONE0016,35.58,Standard,Normal,2321.11
DLVORD00000442,DLVCUST0000304,2022-02-16,ZONE0014,20.17,Standard,Normal,3771.6
DLVORD00000443,DLVCUST0000084,2023-05-08,ZONE0015,34.82,Next Day,Normal,1325.84
DLVORD00000444,DLVCUST0000110,2024-03-15,ZONE0014,49.14,Next Day,High,3996.36
DLVORD00000445,DLVCUST0000368,2023-02-06,ZONE0019,49.55,Next Day,Normal,3652.27
DLVORD00000446,DLVCUST0000345,2023-06-29,ZONE0008,1.06,Economy,Urgent,1255.6
DLVORD00000447,DLVCUST0000041,2023-02-17,ZONE0008,21.53,Next Day,Urgent,2312.42
DLVORD00000448,DLVCUST0000049,2024-12-18,ZONE0008,5.32,Next Day,Urgent,398.23
DLVORD00000449,DLVCUST0000148,2022-12-30,ZONE0014,29.4,Express,Normal,3233.96
DLVORD00000450,DLVCUST0000350,2024-07-06,ZONE0009,8.17,Express,Normal,4008.18
DLVORD00000451,DLVCUST0000157,2024-02-27,ZONE0013,14.88,Next Day,Normal,1941.79
DLVORD00000452,DLVCUST0000039,2023-03-10,ZONE0012,8.23,Economy,High,998.16
DLVORD00000453,DLVCUST0000306,2023-01-22,ZONE0004,25.68,Express,High,4433.21
DLVORD00000454,DLVCUST0000246,2023-10-15,ZONE0020,24.6,Economy,High,371.62
DLVORD00000455,DLVCUST0000262,2022-11-10,ZONE0005,8.88,Same Day,High,945.43
DLVORD00000456,DLVCUST0000141,2024-01-19,ZONE0012,10.49,Economy,High,4505.37
DLVORD00000457,DLVCUST0000050,2022-12-06,ZONE0013,47.65,Express,Urgent,2161.38
DLVORD00000458,DLVCUST0000089,2024-07-20,ZONE0004,37.44,Economy,Urgent,2182.67
DLVORD00000459,DLVCUST0000145,2024-02-17,ZONE0016,0.37,Express,High,4137.5
DLVORD00000460,DLVCUST0000001,2022-01-17,ZONE0003,39.79,Economy,Urgent,2974.04
DLVORD00000461,DLVCUST0000110,2022-11-13,ZONE0014,8.78,Economy,Normal,3974.49
DLVORD00000462,DLVCUST0000304,2022-11-01,ZONE0014,18.5,Next Day,High,1080.82
DLVORD00000463,DLVCUST0000054,2024-06-14,ZONE0014,10.89,Economy,High,4869.83
DLVORD00000464,DLVCUST0000258,2024-06-20,ZONE0009,18.85,Same Day,Urgent,2513.7
DLVORD00000465,DLVCUST0000097,2024-03-20,ZONE0020,49.64,Standard,High,337.86
DLVORD00000466,DLVCUST0000064,2022-10-15,ZONE0003,7.71,Standard,Urgent,1225.97
DLVORD00000467,DLVCUST0000325,2023-09-20,ZONE0013,36.95,Next Day,Urgent,3481.31
DLVORD00000468,DLVCUST0000080,2024-02-13,ZONE0005,37.63,Economy,High,649.13
DLVORD00000469,DLVCUST0000201,2023-09-06,ZONE0010,40.61,Express,High,3815.16
DLVORD00000470,DLVCUST0000185,2024-07-09,ZONE0007,0.25,Standard,Normal,3675.37
DLVORD00000471,DLVCUST0000141,2023-09-25,ZONE0012,28.22,Same Day,Normal,4851.57
DLVORD00000472,DLVCUST0000024,2023-02-18,ZONE0019,29.87,Standard,Normal,169.51
DLVORD00000473,DLVCUST0000003,2024-06-24,ZONE0018,10.71,Next Day,Normal,2491.84
DLVORD00000474,DLVCUST0000150,2023-08-08,ZONE0013,36.28,Standard,Normal,2300.08
DLVORD00000475,DLVCUST0000205,2022-05-30,ZONE0013,43.63,Economy,High,49.13
DLVORD00000476,DLVCUST0000221,2024-01-20,ZONE0020,1.63,Express,Normal,4577.02
DLVORD00000477,DLVCUST0000019,2024-12-07,ZONE0008,5.89,Economy,Urgent,2282.92
DLVORD00000478,DLVCUST0000055,2023-07-18,ZONE0019,44.31,Express,Normal,1220.69
DLVORD00000479,DLVCUST0000149,2024-08-26,ZONE0005,36.23,Economy,High,1933.86
DLVORD00000480,DLVCUST0000289,2024-01-27,ZONE0012,13.45,Economy,High,124.75
DLVORD00000481,DLVCUST0000363,2023-12-13,ZONE0018,25.13,Standard,High,3435.13
DLVORD00000482,DLVCUST0000281,2024-02-27,ZONE0010,37.02,Express,Normal,3862.46
DLVORD00000483,DLVCUST0000258,2024-12-02,ZONE0009,15.49,Economy,High,4973.83
DLVORD00000484,DLVCUST0000163,2024-06-14,ZONE0001,15.93,Express,Urgent,4284.07
DLVORD00000485,DLVCUST0000144,2023-04-05,ZONE0001,34.6,Express,High,1043.51
DLVORD00000486,DLVCUST0000097,2024-02-07,ZONE0020,10.77,Standard,Normal,3569.85
DLVORD00000487,DLVCUST0000328,2024-06-28,ZONE0019,38.02,Economy,High,4006.55
DLVORD00000488,DLVCUST0000258,2024-07-28,ZONE0009,37.75,Standard,Urgent,1001.31
DLVORD00000489,DLVCUST0000377,2024-04-15,ZONE0001,9.86,Express,Urgent,4592.26
DLVORD00000490,DLVCUST0000375,2023-07-26,ZONE0007,47.82,Express,Normal,730.39
DLVORD00000491,DLVCUST0000042,2023-05-24,ZONE0016,26.8,Same Day,Normal,2084.57
DLVORD00000492,DLVCUST0000156,2022-08-02,ZONE0002,27.49,Economy,Normal,2263.84
DLVORD00000493,DLVCUST0000026,2023-10-18,ZONE0019,6.1,Express,Urgent,1670.1
DLVORD00000494,DLVCUST0000043,2024-09-03,ZONE0012,22.52,Next Day,Urgent,1497.94
DLVORD00000495,DLVCUST0000075,2023-01-15,ZONE0004,17.64,Express,Normal,2415.48
DLVORD00000496,DLVCUST0000211,2022-09-12,ZONE0014,47.83,Same Day,Urgent,1445.5
DLVORD00000497,DLVCUST0000374,2024-05-04,ZONE0002,7.03,Standard,Urgent,589.86
DLVORD00000498,DLVCUST0000255,2023-02-06,ZONE0016,9.14,Standard,High,3105.35
DLVORD00000499,DLVCUST0000326,2024-07-22,ZONE0014,34.53,Economy,Normal,4356.23
DLVORD00000500,DLVCUST0000090,2024-01-23,ZONE0012,23.86,Economy,High,3061.44
DLVORD00000501,DLVCUST0000107,2024-12-18,ZONE0007,1.34,Standard,Urgent,2212.62
DLVORD00000502,DLVCUST0000293,2023-06-14,ZONE0008,44.22,Same Day,Normal,696.46
DLVORD00000503,DLVCUST0000064,2022-10-13,ZONE0003,42.98,Economy,Normal,3461.89
DLVORD00000504,DLVCUST0000229,2023-08-06,ZONE0018,43.34,Next Day,Normal,4182.33
DLVORD00000505,DLVCUST0000339,2023-08-27,ZONE0014,37.4,Next Day,Urgent,776.03
DLVORD00000506,DLVCUST0000382,2022-08-12,ZONE0006,41.61,Economy,Urgent,707.45
DLVORD00000507,DLVCUST0000015,2023-09-24,ZONE0010,31.18,Standard,Normal,578.74
DLVORD00000508,DLVCUST0000220,2023-07-14,ZONE0002,11.38,Express,Normal,2357.9
DLVORD00000509,DLVCUST0000346,2024-08-25,ZONE0005,6.59,Next Day,High,3747.18
DLVORD00000510,DLVCUST0000244,2022-11-26,ZONE0009,10.18,Express,Normal,877.66
DLVORD00000511,DLVCUST0000363,2023-02-04,ZONE0018,19.44,Next Day,High,21.76
DLVORD00000512,DLVCUST0000122,2024-06-14,ZONE0014,6.85,Next Day,Normal,109.94
DLVORD00000513,DLVCUST0000037,2023-12-08,ZONE0005,3.63,Next Day,Urgent,839.73
DLVORD00000514,DLVCUST0000170,2023-11-20,ZONE0013,24.99,Economy,High,1759.7
DLVORD00000515,DLVCUST0000277,2022-02-01,ZONE0004,47.87,Same Day,Normal,1826.48
DLVORD00000516,DLVCUST0000292,2024-05-13,ZONE0016,43.17,Express,Normal,1004.56
DLVORD00000517,DLVCUST0000345,2023-05-22,ZONE0008,16.36,Next Day,Urgent,1955.43
DLVORD00000518,DLVCUST0000214,2023-01-15,ZONE0015,2.12,Next Day,High,4818.96
DLVORD00000519,DLVCUST0000168,2023-06-03,ZONE0018,42.32,Standard,High,3045.21
DLVORD00000520,DLVCUST0000150,2024-10-14,ZONE0013,31.69,Economy,High,2293.95
DLVORD00000521,DLVCUST0000339,2022-08-17,ZONE0014,42.76,Standard,Normal,4330.12
DLVORD00000522,DLVCUST0000320,2023-04-26,ZONE0007,25.41,Next Day,High,2112.49
DLVORD00000523,DLVCUST0000266,2023-04-23,ZONE0007,7.83,Standard,Normal,3097.65
DLVORD00000524,DLVCUST0000263,2023-07-22,ZONE0014,47.7,Standard,Normal,4087.43
DLVORD00000525,DLVCUST0000272,2024-07-20,ZONE0013,36.5,Express,High,3653.92
DLVORD00000526,DLVCUST0000167,2024-04-24,ZONE0007,27.72,Same Day,High,2457.28
DLVORD00000527,DLVCUST0000323,2023-06-21,ZONE0007,0.72,Express,High,3195.86
DLVORD00000528,DLVCUST0000152,2024-12-10,ZONE0020,0.71,Same Day,Normal,121.87
DLVORD00000529,DLVCUST0000144,2024-07-31,ZONE0001,30.25,Express,Urgent,4255.99
DLVORD00000530,DLVCUST0000341,2022-08-05,ZONE0019,24.1,Same Day,High,4267.89
DLVORD00000531,DLVCUST0000045,2022-08-23,ZONE0016,28.82,Same Day,Urgent,4833.64
DLVORD00000532,DLVCUST0000232,2022-05-03,ZONE0004,6.47,Economy,Normal,31.57
DLVORD00000533,DLVCUST0000192,2022-07-18,ZONE0002,37.46,Standard,Normal,3403.5
DLVORD00000534,DLVCUST0000035,2024-03-15,ZONE0004,48.74,Express,High,4883.45
DLVORD00000535,DLVCUST0000243,2023-05-25,ZONE0002,29.8,Next Day,Urgent,2350.22
DLVORD00000536,DLVCUST0000268,2024-12-16,ZONE0009,13.57,Same Day,High,3277.42
DLVORD00000537,DLVCUST0000108,2024-04-15,ZONE0012,32.27,Standard,Urgent,4605.09
DLVORD00000538,DLVCUST0000072,2024-05-25,ZONE0019,45.18,Next Day,Normal,1474.07
DLVORD00000539,DLVCUST0000316,2023-09-02,ZONE0016,27.14,Standard,Urgent,4498.41
DLVORD00000540,DLVCUST0000362,2022-01-03,ZONE0009,32.03,Next Day,High,4575.49
DLVORD00000541,DLVCUST0000182,2023-12-23,ZONE0020,7.25,Next Day,High,38.66
DLVORD00000542,DLVCUST0000049,2023-07-09,ZONE0008,9.03,Economy,Urgent,3486.57
DLVORD00000543,DLVCUST0000047,2023-12-28,ZONE0017,14.88,Express,Normal,187.04
DLVORD00000544,DLVCUST0000064,2023-08-26,ZONE0003,15.61,Standard,High,884.96
DLVORD00000545,DLVCUST0000366,2024-01-16,ZONE0016,9.39,Standard,Normal,1943.51
DLVORD00000546,DLVCUST0000014,2023-08-19,ZONE0019,34.1,Economy,Urgent,1739.65
DLVORD00000547,DLVCUST0000141,2022-10-10,ZONE0012,20.07,Standard,Normal,3127.86
DLVORD00000548,DLVCUST0000005,2022-06-27,ZONE0002,46.74,Standard,Urgent,4945.48
DLVORD00000549,DLVCUST0000065,2023-11-13,ZONE0002,4.52,Express,Urgent,3216.94
DLVORD00000550,DLVCUST0000260,2022-01-29,ZONE0004,12.33,Economy,Normal,3948.38
DLVORD00000551,DLVCUST0000273,2023-11-13,ZONE0006,43.64,Economy,High,736.72
DLVORD00000552,DLVCUST0000059,2024-02-20,ZONE0005,25.49,Same Day,High,493.82
DLVORD00000553,DLVCUST0000258,2024-10-25,ZONE0009,19.3,Express,Urgent,1945.1
DLVORD00000554,DLVCUST0000049,2023-08-26,ZONE0008,35.38,Economy,Urgent,1948.1
DLVORD00000555,DLVCUST0000269,2023-12-09,ZONE0015,29.26,Express,Normal,1899.22
DLVORD00000556,DLVCUST0000028,2024-01-24,ZONE0004,10.42,Economy,Urgent,3830.01
DLVORD00000557,DLVCUST0000332,2023-10-28,ZONE0016,11.92,Economy,Urgent,48.31
DLVORD00000558,DLVCUST0000062,2023-06-02,ZONE0001,1.03,Express,Urgent,357.65
DLVORD00000559,DLVCUST0000009,2022-08-27,ZONE0019,10.07,Express,Urgent,3960.65
DLVORD00000560,DLVCUST0000050,2023-07-20,ZONE0013,13.6,Economy,Urgent,2192.71
